UID,Selections,Admissions,Productivity,Novelty,Quality,AvgSAGain,Age,BasinYield,BestDescINRC
1344,1,1,1.0000,0.1346,1.4300,-30.0000,21438.0,120.0000,39630.0
382,6,3,0.5000,0.2049,1.0167,860.0000,24106.0,515.0000,53820.0
3186,7,2,0.2857,0.1387,1.3437,390.0002,12946.0,154.2857,32910.0
4157,12,4,0.3333,0.1382,1.1765,-277.4998,5770.0,20.0000,31080.0
900,7,0,0.0000,0.0667,0.8866,0.0000,22788.0,0.0000,inf
2670,1,1,1.0000,0.1568,1.0151,-269.9994,15950.0,0.0000,31890.0
2984,12,0,0.0000,0.1599,1.0348,0.0000,14138.0,0.0000,inf
3475,4,3,0.7500,0.0780,1.5143,-259.9999,10912.0,45.0000,36540.0
512,6,2,0.3333,0.2675,1.0429,825.0000,23816.0,320.0000,46890.0
984,3,1,0.3333,0.2065,1.2332,360.0001,22539.0,180.0000,39270.0
1486,2,2,1.0000,0.1472,0.9812,-180.0000,20971.0,45.0000,34140.0
3545,23,0,0.0000,0.1458,1.0166,0.0000,10335.0,0.0000,inf
3473,10,2,0.2000,0.1132,1.4389,-480.0000,10925.0,0.0000,41340.0
218,5,0,0.0000,0.1629,1.0498,0.0000,24506.0,0.0000,inf
2434,2,2,1.0000,0.1667,1.4720,-164.9999,17262.0,0.0000,33720.0
246,2,2,1.0000,0.1856,1.0239,629.9997,24429.0,765.0000,42120.0
1935,5,3,0.6000,0.1731,1.3883,-119.9998,19402.0,144.0000,37680.0
2432,5,3,0.6000,0.1370,1.5577,190.0000,17268.0,174.0000,39660.0
135,11,3,0.2727,0.3604,0.9979,1249.9999,24723.0,398.1818,50760.0
2818,1,1,1.0000,0.0939,1.4541,329.9999,15106.0,540.0000,36750.0
946,7,2,0.2857,0.2013,1.0126,-239.9995,22659.0,12.8571,38310.0
3076,7,1,0.1429,0.1149,1.5168,149.9999,13589.0,34.2857,38850.0
1311,2,2,1.0000,0.1671,0.9444,150.0001,21537.0,255.0000,33360.0
3027,8,0,0.0000,0.1162,1.1556,0.0000,13865.0,0.0000,inf
3596,7,2,0.2857,0.1595,1.5807,-555.0001,9981.0,0.0000,37380.0
3885,1,0,0.0000,0.2005,1.0438,0.0000,7879.0,0.0000,inf
3942,16,0,0.0000,0.2327,1.0080,0.0000,7407.0,0.0000,inf
1323,5,0,0.0000,0.2153,1.0542,0.0000,21507.0,0.0000,inf
4211,5,0,0.0000,0.1736,1.4979,0.0000,5392.0,0.0000,inf
4312,8,1,0.1250,0.1237,1.2540,-239.9997,4461.0,0.0000,31620.0
4797,1,0,0.0000,0.1399,1.5349,0.0000,319.0,0.0000,inf
2972,8,3,0.3750,0.1451,1.4049,-10.0000,14200.0,48.7500,36990.0
4756,2,0,0.0000,0.2122,1.2661,0.0000,624.0,0.0000,inf
329,1,0,0.0000,0.1649,1.0299,0.0000,24250.0,0.0000,inf
3622,4,2,0.5000,0.1144,1.4889,269.9999,9786.0,165.0000,32820.0
876,2,2,1.0000,0.1673,1.1049,-15.0000,22869.0,105.0000,40680.0
4245,1,0,0.0000,0.1232,1.3997,0.0000,5054.0,0.0000,inf
4268,2,0,0.0000,0.1324,1.2872,0.0000,4831.0,0.0000,inf
664,3,1,0.3333,0.1909,1.0030,1080.0000,23468.0,390.0000,50820.0
3606,7,0,0.0000,0.2008,1.1595,0.0000,9917.0,0.0000,inf
3845,6,2,0.3333,0.1552,1.4642,-210.0000,8140.0,40.0000,36930.0
1605,5,0,0.0000,0.2321,1.2543,0.0000,20595.0,0.0000,inf
737,1,0,0.0000,0.1162,1.1313,0.0000,23259.0,0.0000,inf
4014,6,0,0.0000,0.2125,1.5126,0.0000,6881.0,0.0000,inf
1104,7,2,0.2857,0.2059,1.1774,209.9999,22175.0,111.4286,42540.0
4168,1,0,0.0000,0.1012,1.2592,0.0000,5678.0,0.0000,inf
2682,8,3,0.3750,0.1716,1.3624,-129.9999,15872.0,90.0000,33330.0
398,1,1,1.0000,0.1672,0.9613,690.0000,24059.0,840.0000,41400.0
931,3,0,0.0000,0.1805,1.2672,0.0000,22703.0,0.0000,inf
1700,2,1,0.5000,0.1207,1.4810,210.0000,20230.0,165.0000,41370.0
752,1,0,0.0000,0.2390,1.3192,0.0000,23222.0,0.0000,inf
1999,1,1,1.0000,0.1804,1.4803,30.0001,19167.0,270.0000,38460.0
3874,3,1,0.3333,0.1710,1.4652,930.0000,7950.0,350.0000,41340.0
4554,2,0,0.0000,0.1131,1.4298,0.0000,2307.0,0.0000,inf
4487,4,0,0.0000,0.1011,1.4341,0.0000,2910.0,0.0000,inf
2416,2,0,0.0000,0.0998,1.6197,0.0000,17352.0,0.0000,inf
875,2,1,0.5000,0.1517,1.1186,329.9999,22870.0,240.0000,40980.0
276,12,0,0.0000,0.2786,0.9072,0.0000,24366.0,0.0000,inf
645,1,1,1.0000,0.2727,0.8928,-119.9996,23508.0,0.0000,38040.0
475,6,3,0.5000,0.2260,1.2787,179.9998,23903.0,165.0000,42960.0
2210,5,0,0.0000,0.1332,0.9094,0.0000,18286.0,0.0000,inf
1628,2,2,1.0000,0.1709,1.5101,30.0000,20526.0,390.0000,39660.0
4543,3,1,0.3333,0.1199,1.4402,30.0002,2429.0,30.0000,32460.0
3897,6,1,0.1667,0.1173,1.3306,-330.0000,7795.0,0.0000,34440.0
459,1,1,1.0000,0.1958,1.1024,-60.0001,23933.0,90.0000,42570.0
2896,6,0,0.0000,0.1676,0.9201,0.0000,14666.0,0.0000,inf
1566,4,3,0.7500,0.1503,1.4768,220.0000,20714.0,202.5000,38730.0
1743,2,1,0.5000,0.1881,1.5136,779.9999,20102.0,420.0000,39030.0
1137,3,2,0.6667,0.1493,1.1380,-195.0002,22079.0,30.0000,36120.0
1456,4,2,0.5000,0.1556,1.0157,269.9994,21062.0,217.5000,33780.0
2741,2,0,0.0000,0.1911,1.0216,0.0000,15591.0,0.0000,inf
3445,19,1,0.0526,0.1503,1.5139,329.9999,11104.0,22.1053,38760.0
1887,6,3,0.5000,0.1199,1.4532,-480.0000,19558.0,0.0000,38340.0
3851,19,3,0.1579,0.1626,1.5125,-140.0001,8102.0,34.7368,34980.0
77,5,1,0.2000,0.1910,1.0929,540.0000,24872.0,138.0000,54120.0
3012,1,0,0.0000,0.0927,1.2421,0.0000,13934.0,0.0000,inf
1843,3,1,0.3333,0.1551,1.5169,-539.9999,19702.0,0.0000,39330.0
1004,3,1,0.3333,0.1832,1.3083,299.9998,22467.0,150.0000,41460.0
2618,11,1,0.0909,0.1477,1.4327,-420.0001,16320.0,0.0000,43320.0
4514,8,1,0.1250,0.1556,1.6437,-300.0000,2660.0,0.0000,35430.0
2871,1,0,0.0000,0.1202,1.4293,0.0000,14801.0,0.0000,inf
3859,8,1,0.1250,0.1173,1.4891,959.9997,8072.0,146.2500,34740.0
3960,3,0,0.0000,0.1768,1.4211,0.0000,7291.0,0.0000,inf
3046,3,1,0.3333,0.1571,1.3366,-30.0008,13773.0,20.0000,34110.0
633,2,1,0.5000,0.1689,0.9757,-300.0000,23539.0,0.0000,38820.0
1447,2,1,0.5000,0.1741,1.3082,-89.9998,21082.0,120.0000,37590.0
2482,1,0,0.0000,0.1217,1.4713,0.0000,17040.0,0.0000,inf
3141,20,1,0.0500,0.1197,1.3108,-329.9999,13179.0,0.0000,38820.0
4022,2,1,0.5000,0.1866,1.5045,60.0000,6812.0,60.0000,32640.0
4045,7,0,0.0000,0.1713,1.1528,0.0000,6654.0,0.0000,inf
3761,12,0,0.0000,0.1531,1.3752,0.0000,8740.0,0.0000,inf
2801,10,3,0.3000,0.1592,1.5034,120.0000,15186.0,84.0000,37140.0
3190,4,0,0.0000,0.0911,1.4362,0.0000,12907.0,0.0000,inf
4364,13,0,0.0000,0.1173,1.4553,0.0000,3992.0,0.0000,inf
844,2,2,1.0000,0.1498,1.2084,209.9995,22963.0,315.0000,40590.0
2589,5,0,0.0000,0.1104,1.4912,0.0000,16482.0,0.0000,inf
1274,2,1,0.5000,0.1139,1.2201,-240.0000,21655.0,0.0000,40260.0
1116,5,1,0.2000,0.1677,1.3019,1350.0000,22143.0,294.0000,39900.0
1899,2,0,0.0000,0.1170,1.5217,0.0000,19522.0,0.0000,inf
3145,6,0,0.0000,0.1027,1.5508,0.0000,13155.0,0.0000,inf
4394,8,4,0.5000,0.1701,1.0305,-45.0006,3746.0,52.5000,30600.0
973,1,1,1.0000,0.2055,1.0767,-30.0001,22568.0,150.0000,37410.0
2934,4,1,0.2500,0.1749,1.2921,-330.0001,14422.0,0.0000,33600.0
3721,30,3,0.1000,0.1664,1.0228,650.0000,9040.0,80.0000,46680.0
958,3,1,0.3333,0.1961,1.0824,-30.0000,22626.0,90.0000,48420.0
2372,4,2,0.5000,0.1541,1.3223,-14.9999,17586.0,15.0000,33030.0
1785,8,2,0.2500,0.0971,1.1770,570.0000,19969.0,187.5000,48390.0
527,5,2,0.4000,0.2538,1.2613,300.0000,23782.0,168.0000,42600.0
2216,3,0,0.0000,0.1622,1.1549,0.0000,18234.0,0.0000,inf
363,14,1,0.0714,0.2316,0.9232,750.0000,24160.0,53.5714,51930.0
2492,5,1,0.2000,0.1476,0.9734,-89.9994,16991.0,18.0000,31620.0
3665,3,0,0.0000,0.1729,1.3585,0.0000,9497.0,0.0000,inf
1156,19,5,0.2632,0.1268,1.1530,726.0000,22031.0,236.8421,49290.0
3048,16,5,0.3125,0.2223,1.3004,-108.0001,13771.0,50.6250,31830.0
2814,1,0,0.0000,0.1062,1.5292,0.0000,15121.0,0.0000,inf
3698,4,0,0.0000,0.0825,1.4429,0.0000,9237.0,0.0000,inf
3482,2,0,0.0000,0.2320,1.2153,0.0000,10873.0,0.0000,inf
2768,34,1,0.0294,0.1232,0.9093,1320.0000,15408.0,45.0000,58020.0
2585,10,3,0.3000,0.1310,1.5421,59.9999,16489.0,51.0000,39630.0
4766,3,3,1.0000,0.1395,1.2107,19.9998,510.0,190.0000,28980.0
3153,29,2,0.0690,0.1750,1.0303,180.0000,13112.0,16.5517,48240.0
1758,1,1,1.0000,0.1393,1.4715,330.0000,20062.0,420.0000,38910.0
457,1,1,1.0000,0.1652,1.1995,150.0000,23939.0,300.0000,43110.0
3021,6,2,0.3333,0.1738,1.5076,-15.0002,13890.0,55.0000,35550.0
50,1,0,0.0000,0.2685,1.0640,0.0000,24922.0,0.0000,inf
745,8,3,0.3750,0.1398,1.0226,840.0000,23240.0,352.5000,49560.0
2836,5,0,0.0000,0.1926,1.2698,0.0000,15039.0,0.0000,inf
4422,4,0,0.0000,0.1545,1.5198,0.0000,3542.0,0.0000,inf
1105,1,1,1.0000,0.1740,1.2210,870.0001,22171.0,900.0000,48810.0
411,5,3,0.6000,0.1877,1.1981,379.9996,24028.0,294.0000,43230.0
2540,8,2,0.2500,0.1368,1.4193,-794.9998,16721.0,0.0000,38010.0
632,6,3,0.5000,0.1568,1.2113,759.9999,23541.0,465.0000,48600.0
2769,8,1,0.1250,0.1255,1.1784,480.0000,15402.0,71.2500,38760.0
4685,4,1,0.2500,0.1785,1.0256,-29.9997,1206.0,22.5000,30690.0
1596,1,0,0.0000,0.1377,1.3382,0.0000,20623.0,0.0000,inf
1896,1,0,0.0000,0.1876,1.4054,0.0000,19529.0,0.0000,inf
2800,3,2,0.6667,0.1878,1.0050,-240.0000,15187.0,0.0000,31290.0
3739,7,1,0.1429,0.1581,1.4722,389.9999,8933.0,68.5714,40620.0
1710,5,1,0.2000,0.1221,1.0220,840.0000,20198.0,204.0000,47940.0
1533,11,3,0.2727,0.1513,1.4994,129.9999,20819.0,125.4545,40440.0
2952,4,0,0.0000,0.1261,1.4783,0.0000,14316.0,0.0000,inf
4276,4,0,0.0000,0.1156,1.2281,0.0000,4768.0,0.0000,inf
2623,3,1,0.3333,0.1149,1.5549,120.0001,16277.0,70.0000,39510.0
1902,6,3,0.5000,0.1562,1.1749,59.9999,19517.0,155.0000,33690.0
1527,45,5,0.1111,0.2414,1.2755,30.0000,20836.0,17.3333,39270.0
1555,2,0,0.0000,0.2740,1.1080,0.0000,20752.0,0.0000,inf
1409,1,0,0.0000,0.1617,1.2312,0.0000,21222.0,0.0000,inf
1995,7,3,0.4286,0.0922,1.1777,570.0000,19179.0,317.1429,46920.0
3090,8,1,0.1250,0.1835,1.3273,239.9999,13515.0,45.0000,35160.0
1644,7,2,0.2857,0.1724,1.5267,-569.9999,20466.0,38.5714,40860.0
1699,9,2,0.2222,0.1217,1.2786,480.0000,20246.0,133.3333,46410.0
4230,10,0,0.0000,0.1685,1.5318,0.0000,5272.0,0.0000,inf
3564,9,1,0.1111,0.1634,1.5769,210.0001,10196.0,33.3333,37980.0
2275,3,0,0.0000,0.1384,0.9207,0.0000,17980.0,0.0000,inf
336,1,0,0.0000,0.2554,1.1596,0.0000,24234.0,0.0000,inf
2586,5,1,0.2000,0.1538,1.4550,209.9998,16488.0,60.0000,34890.0
1549,2,2,1.0000,0.1165,1.3510,89.9999,20774.0,240.0000,46380.0
2726,39,6,0.1538,0.1237,1.2600,325.0000,15675.0,71.5385,45780.0
3990,5,0,0.0000,0.1236,1.4351,0.0000,7049.0,0.0000,inf
2129,4,0,0.0000,0.1753,1.4925,0.0000,18672.0,0.0000,inf
1249,3,1,0.3333,0.1875,0.9894,-689.9995,21747.0,0.0000,34620.0
4257,9,2,0.2222,0.1225,1.4782,-240.0004,4939.0,103.3333,32130.0
302,3,2,0.6667,0.1520,1.0438,945.0000,24300.0,730.0000,51720.0
3604,3,0,0.0000,0.2011,1.0283,0.0000,9931.0,0.0000,inf
2545,9,1,0.1111,0.2203,1.1065,-0.0008,16700.0,16.6667,34260.0
1485,2,2,1.0000,0.1841,1.3991,-300.0002,20977.0,75.0000,38190.0
1886,2,0,0.0000,0.1678,1.2454,0.0000,19559.0,0.0000,inf
2628,1,0,0.0000,0.1681,1.1917,0.0000,16232.0,0.0000,inf
3264,2,0,0.0000,0.1519,1.5010,0.0000,12330.0,0.0000,inf
2114,11,2,0.1818,0.1358,1.1630,-90.0000,18766.0,32.7273,38880.0
4181,8,1,0.1250,0.1191,1.1969,1080.0000,5601.0,153.7500,44130.0
247,3,1,0.3333,0.2897,1.0588,690.0000,24427.0,310.0000,49020.0
3957,6,1,0.1667,0.1019,1.2497,-809.9998,7305.0,0.0000,34020.0
561,1,1,1.0000,0.1663,1.1073,389.9998,23719.0,510.0000,42510.0
3241,7,0,0.0000,0.1997,1.1148,0.0000,12479.0,0.0000,inf
601,3,2,0.6667,0.1833,1.1803,570.0000,23613.0,510.0000,51060.0
444,8,4,0.5000,0.1935,1.0129,817.4997,23962.0,483.7500,43650.0
4671,3,0,0.0000,0.1320,1.3321,0.0000,1298.0,0.0000,inf
3791,1,1,1.0000,0.1126,1.5832,-210.0001,8544.0,0.0000,36540.0
4718,1,0,0.0000,0.2573,1.1778,0.0000,953.0,0.0000,inf
2149,2,1,0.5000,0.1593,1.3138,-120.0003,18564.0,0.0000,33420.0
2034,4,0,0.0000,0.1586,1.4652,0.0000,19046.0,0.0000,inf
309,3,2,0.6667,0.2293,1.3389,674.9999,24288.0,520.0000,44160.0
1650,4,0,0.0000,0.2378,1.2324,0.0000,20440.0,0.0000,inf
537,2,1,0.5000,0.1818,1.0138,30.0003,23759.0,75.0000,40350.0
483,6,2,0.3333,0.2752,1.2505,239.9999,23888.0,150.0000,49200.0
185,5,4,0.8000,0.2141,1.3096,-172.5000,24598.0,126.0000,44760.0
1900,1,0,0.0000,0.1217,1.2794,0.0000,19521.0,0.0000,inf
2260,2,0,0.0000,0.1232,1.4594,0.0000,18031.0,0.0000,inf
3033,2,0,0.0000,0.1200,1.4281,0.0000,13828.0,0.0000,inf
4535,6,0,0.0000,0.1586,1.0114,0.0000,2480.0,0.0000,inf
182,2,1,0.5000,0.1911,1.0908,389.9999,24609.0,255.0000,44340.0
4652,2,0,0.0000,0.1429,1.3574,0.0000,1436.0,0.0000,inf
4012,11,0,0.0000,0.0826,1.3721,0.0000,6889.0,0.0000,inf
928,8,4,0.5000,0.1818,1.1162,14.9999,22716.0,165.0000,37530.0
1351,3,3,1.0000,0.1645,1.1534,-130.0002,21421.0,80.0000,36540.0
926,1,0,0.0000,0.2088,1.2481,0.0000,22720.0,0.0000,inf
17,6,4,0.6667,0.2020,1.1139,937.4999,24971.0,755.0000,54120.0
622,1,1,1.0000,0.1908,1.1923,179.9999,23563.0,300.0000,41400.0
1155,6,4,0.6667,0.1582,1.0560,187.5000,22032.0,225.0000,34680.0
2310,6,1,0.1667,0.1466,1.5047,599.9999,17833.0,100.0000,34500.0
1420,2,1,0.5000,0.1594,1.0720,120.0000,21189.0,105.0000,33720.0
3455,2,0,0.0000,0.1205,1.4549,0.0000,11066.0,0.0000,inf
1858,5,0,0.0000,0.1679,1.2371,0.0000,19642.0,0.0000,inf
3084,12,0,0.0000,0.1543,1.5161,0.0000,13551.0,0.0000,inf
1433,3,1,0.3333,0.1608,1.3632,180.0001,21136.0,70.0000,36750.0
129,4,3,0.7500,0.2977,1.0814,219.9999,24745.0,270.0000,47280.0
2170,1,0,0.0000,0.1464,1.4287,0.0000,18453.0,0.0000,inf
2449,2,0,0.0000,0.1587,1.1052,0.0000,17193.0,0.0000,inf
2987,42,1,0.0238,0.1609,1.2223,690.0000,14102.0,22.8571,46020.0
3737,33,1,0.0303,0.1560,1.3490,630.0000,8953.0,22.7273,44220.0
1023,3,1,0.3333,0.1837,1.1682,-59.9998,22411.0,0.0000,38610.0
3694,1,0,0.0000,0.1198,1.5924,0.0000,9287.0,0.0000,inf
1370,6,2,0.3333,0.1461,1.3103,540.0000,21345.0,235.0000,46350.0
3059,1,0,0.0000,0.2059,0.9563,0.0000,13705.0,0.0000,inf
3346,1,0,0.0000,0.3073,1.1815,0.0000,11888.0,0.0000,inf
3570,7,0,0.0000,0.1640,1.1064,0.0000,10151.0,0.0000,inf
4513,6,1,0.1667,0.1171,1.5179,-269.9999,2666.0,0.0000,33660.0
2037,11,4,0.3636,0.1118,1.6061,-494.9999,19031.0,0.0000,38010.0
3888,5,1,0.2000,0.1181,1.5008,-150.0000,7849.0,0.0000,37470.0
3533,12,0,0.0000,0.1318,1.5515,0.0000,10452.0,0.0000,inf
75,14,6,0.4286,0.2466,1.0550,1010.0000,24876.0,488.5714,53340.0
3543,8,3,0.3750,0.0969,1.6024,-110.0000,10350.0,37.5000,36150.0
287,2,1,0.5000,0.1617,1.2944,-210.0000,24345.0,30.0000,46230.0
1296,1,1,1.0000,0.1973,1.2702,540.0000,21589.0,750.0000,37380.0
1861,3,0,0.0000,0.1193,1.4408,0.0000,19634.0,0.0000,inf
3601,4,0,0.0000,0.1693,1.2350,0.0000,9960.0,0.0000,inf
1358,1,0,0.0000,0.0882,1.2794,0.0000,21394.0,0.0000,inf
3951,4,0,0.0000,0.1995,1.3068,0.0000,7348.0,0.0000,inf
1608,11,1,0.0909,0.1086,1.0123,-150.0000,20589.0,2.7273,54510.0
3536,1,1,1.0000,0.1142,1.4634,-89.9999,10401.0,150.0000,34380.0
671,3,3,1.0000,0.1824,1.2292,469.9999,23452.0,530.0000,39060.0
4542,2,1,0.5000,0.1439,1.3615,-90.0000,2432.0,0.0000,41040.0
4130,8,0,0.0000,0.1433,1.1923,0.0000,6007.0,0.0000,inf
3637,33,8,0.2424,0.1185,1.3909,255.0000,9694.0,94.5455,39090.0
2254,5,0,0.0000,0.1309,1.3821,0.0000,18051.0,0.0000,inf
854,4,1,0.2500,0.2203,1.0899,930.0001,22936.0,270.0000,39510.0
2095,1,0,0.0000,0.1674,1.5011,0.0000,18851.0,0.0000,inf
3236,9,3,0.3333,0.1205,1.4171,-379.9999,12516.0,23.3333,32940.0
3528,11,1,0.0909,0.1414,1.4419,0.0000,10500.0,16.3636,42540.0
4795,1,0,0.0000,0.1457,1.3706,0.0000,328.0,0.0000,inf
3169,6,1,0.1667,0.1249,1.5116,-779.9998,13029.0,0.0000,39000.0
3279,15,2,0.1333,0.1060,1.4409,-14.9999,12272.0,18.0000,35640.0
1320,12,2,0.1667,0.1921,1.4374,735.0000,21513.0,142.5000,39630.0
1453,1,0,0.0000,0.0457,1.2541,0.0000,21070.0,0.0000,inf
3952,4,1,0.2500,0.0679,1.3850,-60.0000,7344.0,30.0000,43830.0
2290,8,0,0.0000,0.1450,1.0317,0.0000,17901.0,0.0000,inf
4277,11,4,0.3636,0.1527,1.2615,-217.5000,4764.0,35.4545,30720.0
3217,2,1,0.5000,0.1405,1.4832,269.9998,12704.0,225.0000,35280.0
877,1,0,0.0000,0.1981,1.2084,0.0000,22866.0,0.0000,inf
4574,2,1,0.5000,0.1200,1.5580,599.9998,2097.0,345.0000,33120.0
4626,5,0,0.0000,0.1209,0.9940,0.0000,1717.0,0.0000,inf
356,2,1,0.5000,0.1619,1.0150,1080.0000,24179.0,600.0000,47040.0
3212,11,1,0.0909,0.1346,1.5140,629.9999,12737.0,70.9091,34590.0
4540,4,0,0.0000,0.0915,1.2699,0.0000,2444.0,0.0000,inf
3527,3,1,0.3333,0.1891,1.2645,-570.0000,10501.0,0.0000,34680.0
2738,1,0,0.0000,0.1190,1.4876,0.0000,15618.0,0.0000,inf
1216,7,0,0.0000,0.2219,1.0207,0.0000,21849.0,0.0000,inf
417,6,2,0.3333,0.1205,1.0683,-15.0000,24015.0,45.0000,54330.0
285,1,0,0.0000,0.2449,1.0704,0.0000,24348.0,0.0000,inf
3427,1,0,0.0000,0.1415,1.3992,0.0000,11217.0,0.0000,inf
1134,8,3,0.3750,0.2220,1.0920,119.9999,22085.0,105.0000,34860.0
2486,6,0,0.0000,0.1984,0.9897,0.0000,17020.0,0.0000,inf
3920,7,1,0.1429,0.1198,1.3432,-509.9998,7586.0,0.0000,36360.0
1764,1,0,0.0000,0.1106,1.0193,0.0000,20034.0,0.0000,inf
3542,2,1,0.5000,0.1741,1.3403,150.0003,10366.0,135.0000,31860.0
570,1,0,0.0000,0.1119,1.2196,0.0000,23694.0,0.0000,inf
2794,1,1,1.0000,0.1203,1.5801,120.0000,15226.0,240.0000,38040.0
4505,8,2,0.2500,0.1812,1.1750,-719.9998,2765.0,0.0000,29910.0
959,2,1,0.5000,0.2058,1.3038,-210.0001,22613.0,0.0000,43440.0
4366,7,1,0.1429,0.1504,1.2745,-899.9998,3969.0,0.0000,32880.0
3373,8,2,0.2500,0.1414,1.5771,-450.0000,11719.0,0.0000,36690.0
2650,12,5,0.4167,0.1339,1.1985,89.9999,16092.0,87.5000,32550.0
4079,5,1,0.2000,0.1230,1.4586,209.9999,6367.0,60.0000,34800.0
1506,9,2,0.2222,0.1154,1.3338,-0.0002,20901.0,73.3333,36690.0
4454,3,0,0.0000,0.1887,1.4152,0.0000,3208.0,0.0000,inf
1427,1,1,1.0000,0.1398,1.3370,570.0001,21166.0,690.0000,44340.0
3268,8,0,0.0000,0.0942,1.3784,0.0000,12309.0,0.0000,inf
1416,3,2,0.6667,0.1665,1.1341,-210.0001,21206.0,10.0000,36570.0
697,1,1,1.0000,0.1632,0.9786,419.9999,23367.0,540.0000,38190.0
4402,2,0,0.0000,0.0904,1.5522,0.0000,3673.0,0.0000,inf
2279,2,0,0.0000,0.2201,1.3585,0.0000,17956.0,0.0000,inf
213,1,0,0.0000,0.2146,1.1493,0.0000,24516.0,0.0000,inf
1271,6,1,0.1667,0.1314,1.3385,-360.0000,21665.0,0.0000,45570.0
3002,4,1,0.2500,0.1747,1.5147,179.9999,14000.0,75.0000,39510.0
739,3,1,0.3333,0.1875,1.2760,659.9999,23257.0,270.0000,43110.0
2888,1,1,1.0000,0.1901,1.4713,-119.9998,14720.0,0.0000,35730.0
638,5,3,0.6000,0.1218,1.2249,219.9999,23524.0,192.0000,45210.0
2058,2,0,0.0000,0.1231,0.9721,0.0000,18958.0,0.0000,inf
1172,1,0,0.0000,0.2358,1.2331,0.0000,21977.0,0.0000,inf
2438,16,1,0.0625,0.1840,1.3118,419.9992,17252.0,37.5000,35820.0
4151,6,0,0.0000,0.1231,1.3190,0.0000,5829.0,0.0000,inf
2462,2,0,0.0000,0.3020,1.2894,0.0000,17148.0,0.0000,inf
4047,15,0,0.0000,0.1185,1.3814,0.0000,6647.0,0.0000,inf
2460,10,2,0.2000,0.0972,1.5208,344.9999,17159.0,96.0000,37800.0
3200,3,3,1.0000,0.1720,1.3445,-199.9998,12809.0,0.0000,33540.0
3743,3,1,0.3333,0.1248,1.2722,119.9999,8913.0,50.0000,32550.0
4065,1,0,0.0000,0.1334,1.5041,0.0000,6480.0,0.0000,inf
3082,6,4,0.6667,0.1967,1.3191,-105.0000,13573.0,110.0000,32970.0
1594,6,5,0.8333,0.2243,1.1068,-60.0002,20635.0,120.0000,34890.0
925,10,5,0.5000,0.1955,1.3021,827.9999,22722.0,465.0000,44610.0
770,6,1,0.1667,0.1515,1.2302,1019.9999,23178.0,190.0000,41100.0
3987,1,0,0.0000,0.1834,1.2864,0.0000,7078.0,0.0000,inf
1061,4,2,0.5000,0.2104,1.2381,869.9999,22297.0,540.0000,48150.0
1866,8,3,0.3750,0.1340,1.2454,230.0003,19617.0,127.5000,35760.0
1948,1,1,1.0000,0.2388,1.2399,-749.9996,19352.0,0.0000,36870.0
4241,11,2,0.1818,0.1620,1.5245,494.9999,5098.0,103.6364,40020.0
4288,5,1,0.2000,0.1581,1.2282,449.9999,4669.0,102.0000,29670.0
4428,2,1,0.5000,0.1358,1.5765,-30.0000,3480.0,60.0000,37110.0
2499,1,0,0.0000,0.1903,1.2063,0.0000,16948.0,0.0000,inf
1226,3,2,0.6667,0.1645,1.3338,359.9999,21812.0,350.0000,44070.0
118,1,1,1.0000,0.2899,1.1325,390.0000,24772.0,510.0000,48360.0
3929,12,1,0.0833,0.1184,1.4547,-750.0002,7523.0,0.0000,34800.0
1643,34,3,0.0882,0.1936,1.0249,720.0000,20470.0,75.8824,49110.0
3832,24,3,0.1250,0.1428,1.4243,-160.0000,8214.0,32.5000,39750.0
511,1,1,1.0000,0.2879,1.3709,180.0000,23821.0,300.0000,43080.0
4139,1,0,0.0000,0.1013,1.3636,0.0000,5925.0,0.0000,inf
2878,2,0,0.0000,0.1118,1.2350,0.0000,14757.0,0.0000,inf
1591,3,2,0.6667,0.2451,1.2980,150.0001,20642.0,130.0000,36480.0
3994,8,1,0.1250,0.1790,1.1972,-29.9996,7022.0,0.0000,30180.0
1144,2,1,0.5000,0.2178,1.0356,1050.0000,22066.0,600.0000,49230.0
4127,1,0,0.0000,0.1226,1.5810,0.0000,6031.0,0.0000,inf
4639,5,1,0.2000,0.1080,1.5838,-60.0000,1563.0,12.0000,37290.0
3156,1,0,0.0000,0.1149,1.4476,0.0000,13095.0,0.0000,inf
3961,23,1,0.0435,0.1593,1.4773,-60.0000,7290.0,0.0000,41340.0
205,2,2,1.0000,0.1868,1.2282,179.9999,24531.0,300.0000,44850.0
1294,8,0,0.0000,0.2257,0.9458,0.0000,21592.0,0.0000,inf
224,7,2,0.2857,0.1759,1.2405,-315.0000,24489.0,0.0000,45000.0
2508,1,1,1.0000,0.1604,1.4081,360.0001,16893.0,510.0000,43470.0
878,2,2,1.0000,0.1486,1.0239,314.9996,22860.0,450.0000,39150.0
4187,9,1,0.1111,0.1651,1.2757,329.9998,5566.0,40.0000,32490.0
3326,2,2,1.0000,0.1172,1.0575,135.0000,12002.0,195.0000,34380.0
1919,3,0,0.0000,0.1421,1.4841,0.0000,19449.0,0.0000,inf
3907,6,2,0.3333,0.2072,1.1980,-644.9994,7709.0,0.0000,33930.0
1475,3,0,0.0000,0.1146,1.1681,0.0000,21000.0,0.0000,inf
2132,8,0,0.0000,0.1552,0.9167,0.0000,18656.0,0.0000,inf
4128,15,1,0.0667,0.1244,1.3490,389.9999,6028.0,28.0000,33240.0
